class,tweet
1,"I ride around with #notint, so all them bitches can see me &#128526;&#128522;&#128129; #JetLife &#9992;&#65039;"
1,I roll a blunt better than the bitches in Havana ! Cause I'm the king round here !
1,I salute to the hoes who kno they places... other than that bitches miss me
1,I saw so many basic bitches just picking up my school schedule I kinda wanted to throw up tbh.
1,I say K.Michelle is manly because she doesn't act like a lady.She's too foul at the mouth and violent.I'll have to beat the bitch.
1,I say fuck them other niggas bitch im all you need &#128074;
1,I say smash the panomera I buy a new one hoe
1,I say we all do a big fat line of meth after the finale...come on you pussies :P #GoodbyeBreakingBad
1,I see a real nicca when I look in the mirror
1,"I see bitches ain't been doing nun, but trotin &amp; thotin &#128514;"
1,I see the same hoes
1,I see thru all you fake bitches &amp; niggas.
1,I see you fuck bitches. I fuck bitches also.
1,I see your tweets bitch! Lmfao RT @DaRealQuitaM: Von kick me to the curb I should call n curse her ass out
1,I seen Scooby hoe some niggas at the gardens too &#128514;&#128514;&#128514;
1,"I shoot at the pussy, I bust in the pussy I'm cuming too sooooooooooon"
1,I shot a stripper because hoes keep stealing my tacos. http://t.co/tq1iEs1JLg
1,I should be in jail it's a crime hoe I kill these beats
1,I should be the only nigga my bitch texting right now&#128175;&#128175;&#128175;&#128175;&#128175;
1,I should gt a scurl on.deez hoes
1,"I should probs shave my spic stash soon, its kinda getting out of hand"
1,I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please
1,I should've thrown a whole roll of pennies and made her month that bitch.
1,I show love to everybody not on joe time i just hate stuck up people thats hoe shit
1,I slam duunkk hoes cuz I can't lay up
1,I slept good thenna bitch tho
1,"I smell I smell I smell, pussy"
1,"I smoke a fat pound of grass, and fall on my ass, faster than the fat bitch who sat down to fast."
1,I smoke a lot of weed to keep them bitches of ma mind
1,I snorted shit with more girls in my presence than a dude lmao coke head bitches..
1,I sound retarded but he is learning quickly! @tyler_yost http://t.co/4vqH4zBwml
1,I spend my money on weed clothes n food not hoes
1,I spent my whole 4th lookin for my hoes.. Missed the fireworks and all before I realized I didn't have any hoes.. #AllBad
1,I spy a couple thirsty hoes on insta.
1,I stalk my bf's insta and follow any girl that flirts with him. Scare the bitches
1,I start Garfield Monday .. Yeahhhhhh lil bitch &#128526;&#128526;&#128526;&#128526;
1,"I stay away from bitches that be insecure, I be wild'ning out in public say I'm immature."
1,"I still can't get over some of these retards going ape shit over this iphone 5, makes no sense to me whats so ever."
1,"I still hate the bitches at the #dmv #californiadmv, miserable hoes"
1,I still see plenty basic bitches with iPhone 4s.
1,I stopped snapping on women and calling them bitches.
1,I support all of my niggaz and bitches doing dope shit on the west side and in my city LA
1,I swear I care about everything else but these bitches &#128075;&#9996;&#65039;.
1,I swear I got that shit that make the bitches go insane
1,I swear I hate when Im somewhere and a woman catches my rubberband that clearly says KAPPA ALPHA PSI and ask me am I a kappa. Yes bitch lol
1,I swear I heard that bitch creak
1,I swear I needa go on n go back to the old me because bitches think its a game apparently. Let's be real !
1,I swear I worry about me and nothing's but me. I keep no other bitch on my radar.... I'm not gay.... &#127383;
1,I swear Newnan utilities be gettin a nicca .. Bout to start reading my own damn meter
1,I swear a nicca sleep but im up .. Tired as fuk!
1,I swear ain't nothing worse than a bad bitch that lost it
1,I swear bitches is looney I like a pic ...&amp; I'm fucking that bitch&#128514;&#128514;&#128514;
1,I swear bitches wouldn't have nothing to worry about but they don't know how to shut the fuck up.
1,I swear dis hoe doinv this grown n sexy challenge look like a lightskinned gremlin.
1,I swear females think they know me.... bitch you don't know my intentions you just think you do
1,I swear girls with good pussy think that's the answer to everything
1,I swear ion see how broke niccas still out here gettin pussy smh
1,I swear nobody actually cares about Valentine's day unless they are single &amp; jaded and want to bitch. &#10060;&#11093;&#65039;&#10060;&#11093;&#65039;&#127801;
1,I swear nobody can complain about hoe early they have to wake up to go to work. Because nobody wakes up at 2AM to get ready
1,I swear ta god nigga all deses hoes want is a YRN ....
1,I swear that hoe b trying it...
1,I swear these hoes *aint got nothing on you * &#9996;&#65039;&#128522;&#128591;
1,I swear this hoe been following me ever since I went on break
1,I swear to god I be in the middle of the club making out wit bitches like I'm tryna film a romantic comedy or somethin
1,I swear to god I hit 40 licks I'm Lil B and I'm not no bitch when I'm off that dope I rob my bitch !
1,I swear to god some hoes look like they take the same exact picture everytime. Change it up for once godamn. #ratchet
1,I swear y'all broads with a new bitch every month....I cant even get one girlfriend. Maybe something is wrong with me
1,"I swear, new bitches here me rap and its a WRAP !!"
1,I take a bitch home give her long dick
1,I take full pride in the ass my momma has so blessed me with. Now hers is just ridiculous on all levels. Her yellow ass got back for years
1,I take it Notre Dame is still trash. http://t.co/fRTMYhu7bl
1,I take shots wit no chaser I get bitches I don't chase em
1,I talk to these bitches like I really do care.
1,I tell a bitch I don't love shit fuck somethin
1,I tell bitches I got that I.T.S ( IKE TURNER SYNDROME )
1,I tell the 5th bitch to get the 6th bitch to to have the 7th bitch bring more.
1,I tell the baddest hoes beat it unless you gone strip &#128513;
1,"I tell the truuuOoooth... That bitch is ugly, yeah her aunt, and momma too. I was gone lie about er, but bro I had to tell the truth."
1,I tell this bitch followback. She RTs me saying followback. Then doesn't followback. Blocked like fuck
1,"I tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it"
1,I text my ex my new bitch pussy wetter
1,I thincc I'm a pretty average bitch ya know &#128527;
1,"I think I broke a rib when I fell in that ditch, turning into a pussy? I think not."
1,I think I figured out where white trash Americans come from: the rural parts of Europe.
1,I think I just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier
1,I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.
1,I think I read the worst interview ever. Lee Castro and one of the 2 dope bitches. Neither one of these two belong in media.
1,I think I'm a bitch tonight
1,I think I'm having my guy period today. I have been such an emotional bitch heh heh heh
1,I think a lot of bitches don't smile in their selfies because their breath stinks and they don't want to steam up their front cameras
1,I think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn.
1,I think all dem hoes on LAHHH regular....
1,I think all y'all losing y'all niggas Cuz the season changed y'all seasonal hoes &#128557;
1,I think every bitch wit a tongue piercing suck dick im just being real
1,I think its funny how hoes talk bout being faithful.
1,I think these bitches tryna set me uuuuhhuuhhhhhp
1,"I think women will forever find a way for a guy to be thirsty tho just so they can feel like thier pussy has some value. 

It don't."
1,I think you a fat bitch if I never see Ya body on the TL and you got nothing but neck up avi's
1,I think you fuckin wit the wrong niggah
1,I think you're in a bad mood from munching on hairy pussy.
1,I think you've made it clear that these hoes ain't loyal
1,I thought I love this bitch to the core
1,I thought it was Legal to beat yo hoe!
1,"I thought it was bros over hoes , guess not &#128530;"
1,I thought that bitch was trynna line me&#128553;
1,I titty wrecked ya bitch.
1,I tld that hoe 2 wrongs dnt make a rite now she wanna sing
1,"I told my mom she eats cereal ugly &amp; she gon say ""your a rude little bitch"" I just thought I should let bitch know &#128514;"
1,"I told that bitch IDGAF about a Benz, bitch!"
1,"I told that chick tell the truth, if you the realest bitch i ever met then show me some proof"
1,"I told that little bitch ass nigga, ""do it look like I'm about to eat your gun charge?"" I'll slap you and your hoe ass lawyer."
1,I told y'all he was going to do that shit u.# pussy boy
1,I treat my bitches with respect
1,I tried calling my sorry ass cousin @MsParka1 for her 27th bday. But the hoe ain't answer like always. She too big time these days lol
1,"I try and get back into anime but I swear every show revolves around either teenage girls, or the boys who are too pussy to talk to them"
1,"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch"
1,I turn Cassey to a nasty hoe Rihanna to a classy hoe
1,"I turn bitches gay, they think all the other bitches can fuck like me."
1,"I turned on the BET awards for 10 seconds, and got to witness random bitches getting drunk, and D-Wade dancing to R-Kelly."
1,I use to wanna fuck that bitch but not no mo!
1,I used to think that bitch was bad ... But not no moe !
1,I wake up every morning wishing a bitch would.
1,"I wan do a mixtape... ""pussy an cinnamon rolls"""
1,I wanna apologize for being such a bitch the other day.. But the way my emotions are set up..
1,I wanna be around bitches &amp; have fun &#128556;
1,I wanna be someone's bitch ass boyfriend right now . But that just me head playin games on ya boi
1,I wanna buy my bitch every bag
1,I wanna cut my hair but I'm too busy being a bitch about it.
1,I wanna eat the fuck u talking bout then bitch!
1,I wanna experience that late 30s &amp; early 40s pussy
1,I wanna get this hoe on my arm with a diamond coming out of the cloud..&#9729;&#65039;&#128142; #RIPRICK http://t.co/Kdy74OHUtw
1,"I wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese BEATs..."
1,I want a girl whose pussy smells like tuna
1,I want all my hoes back
1,I want me a coon ass girl lol
1,"I want my bitch to answer if my ex calling, with my dick in her mouth"
1,"I want one ae yous to start something with me tbh, but yous are aw pussy #shame"
1,"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???"
